"","Time","scenario","summary_stat","incident_symptomatic","number"
"14347",2020-11-02,"C","Random",155,13
"14348",2020-11-03,"C","Random",143,13
"14349",2020-11-04,"C","Random",125,13
"14350",2020-11-05,"C","Random",114,13
"14351",2020-11-06,"C","Random",122,13
"14352",2020-11-07,"C","Random",105,13
"14353",2020-11-08,"C","Random",109,13
"14354",2020-11-09,"C","Random",82,13
"14355",2020-11-10,"C","Random",86,13
"14356",2020-11-11,"C","Random",94,13
"14357",2020-11-12,"C","Random",80,13
"14358",2020-11-13,"C","Random",81,13
"14359",2020-11-14,"C","Random",81,13
"14360",2020-11-15,"C","Random",63,13
"14361",2020-11-16,"C","Random",61,13
"14362",2020-11-17,"C","Random",49,13
"14363",2020-11-18,"C","Random",42,13
"14364",2020-11-19,"C","Random",45,13
"14365",2020-11-20,"C","Random",42,13
"14366",2020-11-21,"C","Random",45,13
"14367",2020-11-22,"C","Random",38,13
"14368",2020-11-23,"C","Random",42,13
"14369",2020-11-24,"C","Random",36,13
"14370",2020-11-25,"C","Random",33,13
"14371",2020-11-26,"C","Random",31,13
"14372",2020-11-27,"C","Random",33,13
"14373",2020-11-28,"C","Random",28,13
"14374",2020-11-29,"C","Random",32,13
"14375",2020-11-30,"C","Random",16,13
"14376",2020-12-01,"C","Random",27,13
"14377",2020-12-02,"C","Random",23,13
"14378",2020-12-03,"C","Random",22,13
"14379",2020-12-04,"C","Random",16,13
"14380",2020-12-05,"C","Random",18,13
"14381",2020-12-06,"C","Random",12,13
"14382",2020-12-07,"C","Random",16,13
"14383",2020-12-08,"C","Random",10,13
"14384",2020-12-09,"C","Random",16,13
"14385",2020-12-10,"C","Random",12,13
"14386",2020-12-11,"C","Random",11,13
"14387",2020-12-12,"C","Random",12,13
"14388",2020-12-13,"C","Random",13,13
"14389",2020-12-14,"C","Random",13,13
"14390",2020-12-15,"C","Random",11,13
"14391",2020-12-16,"C","Random",11,13
"14392",2020-12-17,"C","Random",9,13
"14393",2020-12-18,"C","Random",5,13
"14394",2020-12-19,"C","Random",7,13
"14395",2020-12-20,"C","Random",7,13
"14396",2020-12-21,"C","Random",8,13
"14397",2020-12-22,"C","Random",8,13
"14398",2020-12-23,"C","Random",4,13
"14399",2020-12-24,"C","Random",5,13
"14400",2020-12-25,"C","Random",NA,13
"14401",2020-03-01,"C","Random",0,14
"14402",2020-03-02,"C","Random",1,14
"14403",2020-03-03,"C","Random",3,14
"14404",2020-03-04,"C","Random",4,14
"14405",2020-03-05,"C","Random",1,14
"14406",2020-03-06,"C","Random",3,14
"14407",2020-03-07,"C","Random",3,14
"14408",2020-03-08,"C","Random",7,14
"14409",2020-03-09,"C","Random",7,14
"14410",2020-03-10,"C","Random",1,14
"14411",2020-03-11,"C","Random",7,14
"14412",2020-03-12,"C","Random",6,14
"14413",2020-03-13,"C","Random",3,14
"14414",2020-03-14,"C","Random",5,14
"14415",2020-03-15,"C","Random",8,14
"14416",2020-03-16,"C","Random",7,14
"14417",2020-03-17,"C","Random",6,14
"14418",2020-03-18,"C","Random",9,14
"14419",2020-03-19,"C","Random",8,14
"14420",2020-03-20,"C","Random",9,14
"14421",2020-03-21,"C","Random",9,14
"14422",2020-03-22,"C","Random",9,14
"14423",2020-03-23,"C","Random",9,14
"14424",2020-03-24,"C","Random",11,14
"14425",2020-03-25,"C","Random",5,14
"14426",2020-03-26,"C","Random",8,14
"14427",2020-03-27,"C","Random",13,14
"14428",2020-03-28,"C","Random",10,14
"14429",2020-03-29,"C","Random",17,14
"14430",2020-03-30,"C","Random",14,14
"14431",2020-03-31,"C","Random",11,14
"14432",2020-04-01,"C","Random",14,14
"14433",2020-04-02,"C","Random",15,14
"14434",2020-04-03,"C","Random",13,14
"14435",2020-04-04,"C","Random",11,14
"14436",2020-04-05,"C","Random",15,14
"14437",2020-04-06,"C","Random",16,14
"14438",2020-04-07,"C","Random",17,14
"14439",2020-04-08,"C","Random",11,14
"14440",2020-04-09,"C","Random",15,14
"14441",2020-04-10,"C","Random",17,14
"14442",2020-04-11,"C","Random",22,14
"14443",2020-04-12,"C","Random",21,14
"14444",2020-04-13,"C","Random",17,14
"14445",2020-04-14,"C","Random",16,14
"14446",2020-04-15,"C","Random",18,14
"14447",2020-04-16,"C","Random",20,14
"14448",2020-04-17,"C","Random",15,14
"14449",2020-04-18,"C","Random",29,14
"14450",2020-04-19,"C","Random",22,14
"14451",2020-04-20,"C","Random",18,14
"14452",2020-04-21,"C","Random",14,14
"14453",2020-04-22,"C","Random",26,14
"14454",2020-04-23,"C","Random",20,14
"14455",2020-04-24,"C","Random",24,14
"14456",2020-04-25,"C","Random",17,14
"14457",2020-04-26,"C","Random",29,14
"14458",2020-04-27,"C","Random",26,14
"14459",2020-04-28,"C","Random",36,14
"14460",2020-04-29,"C","Random",38,14
"14461",2020-04-30,"C","Random",47,14
"14462",2020-05-01,"C","Random",34,14
"14463",2020-05-02,"C","Random",48,14
"14464",2020-05-03,"C","Random",44,14
"14465",2020-05-04,"C","Random",50,14
"14466",2020-05-05,"C","Random",61,14
"14467",2020-05-06,"C","Random",60,14
"14468",2020-05-07,"C","Random",56,14
"14469",2020-05-08,"C","Random",64,14
"14470",2020-05-09,"C","Random",74,14
"14471",2020-05-10,"C","Random",72,14
"14472",2020-05-11,"C","Random",74,14
"14473",2020-05-12,"C","Random",89,14
"14474",2020-05-13,"C","Random",91,14
"14475",2020-05-14,"C","Random",108,14
"14476",2020-05-15,"C","Random",112,14
"14477",2020-05-16,"C","Random",120,14
"14478",2020-05-17,"C","Random",122,14
"14479",2020-05-18,"C","Random",130,14
"14480",2020-05-19,"C","Random",139,14
"14481",2020-05-20,"C","Random",142,14
"14482",2020-05-21,"C","Random",155,14
"14483",2020-05-22,"C","Random",168,14
"14484",2020-05-23,"C","Random",167,14
"14485",2020-05-24,"C","Random",176,14
"14486",2020-05-25,"C","Random",214,14
"14487",2020-05-26,"C","Random",215,14
"14488",2020-05-27,"C","Random",230,14
"14489",2020-05-28,"C","Random",237,14
"14490",2020-05-29,"C","Random",275,14
"14491",2020-05-30,"C","Random",304,14
"14492",2020-05-31,"C","Random",296,14
"14493",2020-06-01,"C","Random",322,14
"14494",2020-06-02,"C","Random",375,14
"14495",2020-06-03,"C","Random",363,14
"14496",2020-06-04,"C","Random",411,14
"14497",2020-06-05,"C","Random",417,14
"14498",2020-06-06,"C","Random",463,14
"14499",2020-06-07,"C","Random",523,14
"14500",2020-06-08,"C","Random",503,14
"14501",2020-06-09,"C","Random",531,14
"14502",2020-06-10,"C","Random",584,14
"14503",2020-06-11,"C","Random",618,14
"14504",2020-06-12,"C","Random",684,14
"14505",2020-06-13,"C","Random",712,14
"14506",2020-06-14,"C","Random",765,14
"14507",2020-06-15,"C","Random",800,14
"14508",2020-06-16,"C","Random",786,14
"14509",2020-06-17,"C","Random",773,14
"14510",2020-06-18,"C","Random",860,14
"14511",2020-06-19,"C","Random",876,14
"14512",2020-06-20,"C","Random",918,14
"14513",2020-06-21,"C","Random",957,14
"14514",2020-06-22,"C","Random",993,14
"14515",2020-06-23,"C","Random",1058,14
"14516",2020-06-24,"C","Random",1083,14
"14517",2020-06-25,"C","Random",1143,14
"14518",2020-06-26,"C","Random",1131,14
"14519",2020-06-27,"C","Random",1197,14
"14520",2020-06-28,"C","Random",1240,14
"14521",2020-06-29,"C","Random",1310,14
"14522",2020-06-30,"C","Random",1312,14
"14523",2020-07-01,"C","Random",1387,14
"14524",2020-07-02,"C","Random",1555,14
"14525",2020-07-03,"C","Random",1646,14
"14526",2020-07-04,"C","Random",1892,14
"14527",2020-07-05,"C","Random",1955,14
"14528",2020-07-06,"C","Random",2097,14
"14529",2020-07-07,"C","Random",2322,14
"14530",2020-07-08,"C","Random",2492,14
"14531",2020-07-09,"C","Random",2585,14
"14532",2020-07-10,"C","Random",2750,14
"14533",2020-07-11,"C","Random",2886,14
"14534",2020-07-12,"C","Random",3107,14
"14535",2020-07-13,"C","Random",3272,14
"14536",2020-07-14,"C","Random",3370,14
"14537",2020-07-15,"C","Random",3611,14
"14538",2020-07-16,"C","Random",3753,14
"14539",2020-07-17,"C","Random",3803,14
"14540",2020-07-18,"C","Random",4008,14
"14541",2020-07-19,"C","Random",4147,14
"14542",2020-07-20,"C","Random",4256,14
"14543",2020-07-21,"C","Random",4258,14
"14544",2020-07-22,"C","Random",4359,14
"14545",2020-07-23,"C","Random",4448,14
"14546",2020-07-24,"C","Random",4499,14
"14547",2020-07-25,"C","Random",4602,14
"14548",2020-07-26,"C","Random",4641,14
"14549",2020-07-27,"C","Random",4663,14
"14550",2020-07-28,"C","Random",4645,14
"14551",2020-07-29,"C","Random",4671,14
"14552",2020-07-30,"C","Random",4593,14
"14553",2020-07-31,"C","Random",4617,14
"14554",2020-08-01,"C","Random",4424,14
"14555",2020-08-02,"C","Random",4327,14
"14556",2020-08-03,"C","Random",4378,14
"14557",2020-08-04,"C","Random",4249,14
"14558",2020-08-05,"C","Random",4247,14
"14559",2020-08-06,"C","Random",4019,14
"14560",2020-08-07,"C","Random",3971,14
"14561",2020-08-08,"C","Random",3790,14
"14562",2020-08-09,"C","Random",3691,14
"14563",2020-08-10,"C","Random",3568,14
"14564",2020-08-11,"C","Random",3374,14
"14565",2020-08-12,"C","Random",3314,14
"14566",2020-08-13,"C","Random",3104,14
"14567",2020-08-14,"C","Random",2932,14
"14568",2020-08-15,"C","Random",2838,14
"14569",2020-08-16,"C","Random",2732,14
"14570",2020-08-17,"C","Random",2634,14
"14571",2020-08-18,"C","Random",2461,14
"14572",2020-08-19,"C","Random",2369,14
"14573",2020-08-20,"C","Random",2194,14
"14574",2020-08-21,"C","Random",2146,14
"14575",2020-08-22,"C","Random",1995,14
"14576",2020-08-23,"C","Random",1867,14
"14577",2020-08-24,"C","Random",1778,14
"14578",2020-08-25,"C","Random",1661,14
"14579",2020-08-26,"C","Random",1581,14
"14580",2020-08-27,"C","Random",1485,14
"14581",2020-08-28,"C","Random",1355,14
"14582",2020-08-29,"C","Random",1288,14
"14583",2020-08-30,"C","Random",1272,14
"14584",2020-08-31,"C","Random",1110,14
"14585",2020-09-01,"C","Random",1030,14
"14586",2020-09-02,"C","Random",980,14
"14587",2020-09-03,"C","Random",973,14
"14588",2020-09-04,"C","Random",902,14
"14589",2020-09-05,"C","Random",814,14
"14590",2020-09-06,"C","Random",779,14
"14591",2020-09-07,"C","Random",737,14
"14592",2020-09-08,"C","Random",697,14
"14593",2020-09-09,"C","Random",638,14
"14594",2020-09-10,"C","Random",613,14
"14595",2020-09-11,"C","Random",551,14
"14596",2020-09-12,"C","Random",533,14
"14597",2020-09-13,"C","Random",505,14
"14598",2020-09-14,"C","Random",475,14
"14599",2020-09-15,"C","Random",435,14
"14600",2020-09-16,"C","Random",393,14
"14601",2020-09-17,"C","Random",392,14
"14602",2020-09-18,"C","Random",330,14
"14603",2020-09-19,"C","Random",306,14
"14604",2020-09-20,"C","Random",303,14
"14605",2020-09-21,"C","Random",281,14
"14606",2020-09-22,"C","Random",256,14
"14607",2020-09-23,"C","Random",255,14
"14608",2020-09-24,"C","Random",231,14
"14609",2020-09-25,"C","Random",217,14
"14610",2020-09-26,"C","Random",190,14
"14611",2020-09-27,"C","Random",178,14
"14612",2020-09-28,"C","Random",164,14
"14613",2020-09-29,"C","Random",166,14
"14614",2020-09-30,"C","Random",152,14
"14615",2020-10-01,"C","Random",138,14
"14616",2020-10-02,"C","Random",129,14
"14617",2020-10-03,"C","Random",112,14
"14618",2020-10-04,"C","Random",108,14
"14619",2020-10-05,"C","Random",103,14
"14620",2020-10-06,"C","Random",114,14
"14621",2020-10-07,"C","Random",81,14
"14622",2020-10-08,"C","Random",91,14
"14623",2020-10-09,"C","Random",81,14
"14624",2020-10-10,"C","Random",76,14
"14625",2020-10-11,"C","Random",72,14
"14626",2020-10-12,"C","Random",57,14
"14627",2020-10-13,"C","Random",59,14
"14628",2020-10-14,"C","Random",58,14
"14629",2020-10-15,"C","Random",53,14
"14630",2020-10-16,"C","Random",47,14
"14631",2020-10-17,"C","Random",52,14
"14632",2020-10-18,"C","Random",50,14
"14633",2020-10-19,"C","Random",45,14
"14634",2020-10-20,"C","Random",41,14
"14635",2020-10-21,"C","Random",42,14
"14636",2020-10-22,"C","Random",33,14
"14637",2020-10-23,"C","Random",34,14
"14638",2020-10-24,"C","Random",26,14
"14639",2020-10-25,"C","Random",22,14
"14640",2020-10-26,"C","Random",21,14
"14641",2020-10-27,"C","Random",22,14
"14642",2020-10-28,"C","Random",23,14
"14643",2020-10-29,"C","Random",20,14
"14644",2020-10-30,"C","Random",29,14
"14645",2020-10-31,"C","Random",19,14
"14646",2020-11-01,"C","Random",19,14
"14647",2020-11-02,"C","Random",15,14
"14648",2020-11-03,"C","Random",19,14
"14649",2020-11-04,"C","Random",21,14
"14650",2020-11-05,"C","Random",18,14
"14651",2020-11-06,"C","Random",16,14
"14652",2020-11-07,"C","Random",13,14
"14653",2020-11-08,"C","Random",14,14
"14654",2020-11-09,"C","Random",15,14
"14655",2020-11-10,"C","Random",11,14
"14656",2020-11-11,"C","Random",10,14
"14657",2020-11-12,"C","Random",8,14
"14658",2020-11-13,"C","Random",8,14
"14659",2020-11-14,"C","Random",8,14
"14660",2020-11-15,"C","Random",5,14
"14661",2020-11-16,"C","Random",5,14
"14662",2020-11-17,"C","Random",11,14
"14663",2020-11-18,"C","Random",8,14
"14664",2020-11-19,"C","Random",4,14
"14665",2020-11-20,"C","Random",6,14
"14666",2020-11-21,"C","Random",2,14
"14667",2020-11-22,"C","Random",8,14
"14668",2020-11-23,"C","Random",2,14
"14669",2020-11-24,"C","Random",4,14
"14670",2020-11-25,"C","Random",1,14
"14671",2020-11-26,"C","Random",1,14
"14672",2020-11-27,"C","Random",3,14
"14673",2020-11-28,"C","Random",6,14
"14674",2020-11-29,"C","Random",6,14
"14675",2020-11-30,"C","Random",2,14
"14676",2020-12-01,"C","Random",2,14
"14677",2020-12-02,"C","Random",2,14
"14678",2020-12-03,"C","Random",2,14
"14679",2020-12-04,"C","Random",0,14
"14680",2020-12-05,"C","Random",0,14
"14681",2020-12-06,"C","Random",1,14
"14682",2020-12-07,"C","Random",2,14
"14683",2020-12-08,"C","Random",1,14
"14684",2020-12-09,"C","Random",1,14
"14685",2020-12-10,"C","Random",0,14
"14686",2020-12-11,"C","Random",1,14
"14687",2020-12-12,"C","Random",2,14
"14688",2020-12-13,"C","Random",4,14
"14689",2020-12-14,"C","Random",1,14
"14690",2020-12-15,"C","Random",0,14
"14691",2020-12-16,"C","Random",3,14
"14692",2020-12-17,"C","Random",2,14
"14693",2020-12-18,"C","Random",2,14
"14694",2020-12-19,"C","Random",0,14
"14695",2020-12-20,"C","Random",1,14
"14696",2020-12-21,"C","Random",0,14
"14697",2020-12-22,"C","Random",1,14
"14698",2020-12-23,"C","Random",0,14
"14699",2020-12-24,"C","Random",1,14
"14700",2020-12-25,"C","Random",NA,14
"14701",2020-03-01,"C","Random",0,15
"14702",2020-03-02,"C","Random",2,15
"14703",2020-03-03,"C","Random",1,15
"14704",2020-03-04,"C","Random",4,15
"14705",2020-03-05,"C","Random",1,15
"14706",2020-03-06,"C","Random",3,15
"14707",2020-03-07,"C","Random",4,15
"14708",2020-03-08,"C","Random",2,15
"14709",2020-03-09,"C","Random",2,15
"14710",2020-03-10,"C","Random",1,15
"14711",2020-03-11,"C","Random",6,15
"14712",2020-03-12,"C","Random",4,15
"14713",2020-03-13,"C","Random",5,15
"14714",2020-03-14,"C","Random",3,15
"14715",2020-03-15,"C","Random",3,15
"14716",2020-03-16,"C","Random",2,15
"14717",2020-03-17,"C","Random",2,15
"14718",2020-03-18,"C","Random",3,15
"14719",2020-03-19,"C","Random",4,15
"14720",2020-03-20,"C","Random",4,15
"14721",2020-03-21,"C","Random",4,15
"14722",2020-03-22,"C","Random",5,15
"14723",2020-03-23,"C","Random",4,15
"14724",2020-03-24,"C","Random",7,15
"14725",2020-03-25,"C","Random",3,15
"14726",2020-03-26,"C","Random",4,15
"14727",2020-03-27,"C","Random",6,15
"14728",2020-03-28,"C","Random",2,15
"14729",2020-03-29,"C","Random",4,15
"14730",2020-03-30,"C","Random",6,15
"14731",2020-03-31,"C","Random",6,15
"14732",2020-04-01,"C","Random",3,15
"14733",2020-04-02,"C","Random",3,15
"14734",2020-04-03,"C","Random",3,15
"14735",2020-04-04,"C","Random",9,15
"14736",2020-04-05,"C","Random",5,15
"14737",2020-04-06,"C","Random",5,15
"14738",2020-04-07,"C","Random",1,15
"14739",2020-04-08,"C","Random",4,15
"14740",2020-04-09,"C","Random",6,15
"14741",2020-04-10,"C","Random",2,15
"14742",2020-04-11,"C","Random",7,15
"14743",2020-04-12,"C","Random",5,15
"14744",2020-04-13,"C","Random",5,15
"14745",2020-04-14,"C","Random",6,15
"14746",2020-04-15,"C","Random",5,15
"14747",2020-04-16,"C","Random",8,15
"14748",2020-04-17,"C","Random",8,15
"14749",2020-04-18,"C","Random",7,15
"14750",2020-04-19,"C","Random",5,15
"14751",2020-04-20,"C","Random",7,15
"14752",2020-04-21,"C","Random",6,15
"14753",2020-04-22,"C","Random",5,15
"14754",2020-04-23,"C","Random",7,15
"14755",2020-04-24,"C","Random",6,15
"14756",2020-04-25,"C","Random",2,15
"14757",2020-04-26,"C","Random",7,15
"14758",2020-04-27,"C","Random",5,15
"14759",2020-04-28,"C","Random",6,15
"14760",2020-04-29,"C","Random",13,15
"14761",2020-04-30,"C","Random",12,15
"14762",2020-05-01,"C","Random",11,15
"14763",2020-05-02,"C","Random",8,15
"14764",2020-05-03,"C","Random",9,15
"14765",2020-05-04,"C","Random",4,15
"14766",2020-05-05,"C","Random",10,15
"14767",2020-05-06,"C","Random",13,15
"14768",2020-05-07,"C","Random",10,15
"14769",2020-05-08,"C","Random",10,15
"14770",2020-05-09,"C","Random",10,15
"14771",2020-05-10,"C","Random",14,15
"14772",2020-05-11,"C","Random",11,15
"14773",2020-05-12,"C","Random",7,15
"14774",2020-05-13,"C","Random",16,15
"14775",2020-05-14,"C","Random",20,15
"14776",2020-05-15,"C","Random",14,15
"14777",2020-05-16,"C","Random",16,15
"14778",2020-05-17,"C","Random",15,15
"14779",2020-05-18,"C","Random",17,15
"14780",2020-05-19,"C","Random",19,15
"14781",2020-05-20,"C","Random",17,15
"14782",2020-05-21,"C","Random",13,15
"14783",2020-05-22,"C","Random",27,15
"14784",2020-05-23,"C","Random",20,15
"14785",2020-05-24,"C","Random",18,15
"14786",2020-05-25,"C","Random",29,15
"14787",2020-05-26,"C","Random",26,15
"14788",2020-05-27,"C","Random",23,15
"14789",2020-05-28,"C","Random",32,15
"14790",2020-05-29,"C","Random",33,15
"14791",2020-05-30,"C","Random",30,15
"14792",2020-05-31,"C","Random",40,15
"14793",2020-06-01,"C","Random",38,15
"14794",2020-06-02,"C","Random",46,15
"14795",2020-06-03,"C","Random",40,15
"14796",2020-06-04,"C","Random",45,15
"14797",2020-06-05,"C","Random",47,15
"14798",2020-06-06,"C","Random",52,15
"14799",2020-06-07,"C","Random",56,15
"14800",2020-06-08,"C","Random",59,15
"14801",2020-06-09,"C","Random",63,15
"14802",2020-06-10,"C","Random",68,15
"14803",2020-06-11,"C","Random",67,15
"14804",2020-06-12,"C","Random",67,15
"14805",2020-06-13,"C","Random",74,15
"14806",2020-06-14,"C","Random",71,15
"14807",2020-06-15,"C","Random",87,15
"14808",2020-06-16,"C","Random",89,15
"14809",2020-06-17,"C","Random",92,15
"14810",2020-06-18,"C","Random",82,15
"14811",2020-06-19,"C","Random",98,15
"14812",2020-06-20,"C","Random",107,15
"14813",2020-06-21,"C","Random",120,15
"14814",2020-06-22,"C","Random",106,15
"14815",2020-06-23,"C","Random",108,15
"14816",2020-06-24,"C","Random",113,15
"14817",2020-06-25,"C","Random",113,15
"14818",2020-06-26,"C","Random",133,15
"14819",2020-06-27,"C","Random",128,15
"14820",2020-06-28,"C","Random",145,15
"14821",2020-06-29,"C","Random",139,15
"14822",2020-06-30,"C","Random",139,15
"14823",2020-07-01,"C","Random",159,15
"14824",2020-07-02,"C","Random",174,15
"14825",2020-07-03,"C","Random",188,15
"14826",2020-07-04,"C","Random",210,15
"14827",2020-07-05,"C","Random",237,15
"14828",2020-07-06,"C","Random",226,15
"14829",2020-07-07,"C","Random",250,15
"14830",2020-07-08,"C","Random",263,15
"14831",2020-07-09,"C","Random",308,15
"14832",2020-07-10,"C","Random",327,15
"14833",2020-07-11,"C","Random",366,15
"14834",2020-07-12,"C","Random",355,15
"14835",2020-07-13,"C","Random",400,15
"14836",2020-07-14,"C","Random",447,15
"14837",2020-07-15,"C","Random",441,15
"14838",2020-07-16,"C","Random",460,15
"14839",2020-07-17,"C","Random",470,15
"14840",2020-07-18,"C","Random",553,15
"14841",2020-07-19,"C","Random",555,15
"14842",2020-07-20,"C","Random",602,15
"14843",2020-07-21,"C","Random",623,15
"14844",2020-07-22,"C","Random",697,15
"14845",2020-07-23,"C","Random",682,15
"14846",2020-07-24,"C","Random",773,15
"14847",2020-07-25,"C","Random",818,15
"14848",2020-07-26,"C","Random",842,15
"14849",2020-07-27,"C","Random",853,15
"14850",2020-07-28,"C","Random",930,15
"14851",2020-07-29,"C","Random",1004,15
"14852",2020-07-30,"C","Random",1037,15
"14853",2020-07-31,"C","Random",1100,15
"14854",2020-08-01,"C","Random",1143,15
"14855",2020-08-02,"C","Random",1220,15
"14856",2020-08-03,"C","Random",1275,15
"14857",2020-08-04,"C","Random",1333,15
"14858",2020-08-05,"C","Random",1372,15
"14859",2020-08-06,"C","Random",1462,15
"14860",2020-08-07,"C","Random",1562,15
"14861",2020-08-08,"C","Random",1589,15
"14862",2020-08-09,"C","Random",1811,15
"14863",2020-08-10,"C","Random",1766,15
"14864",2020-08-11,"C","Random",1844,15
"14865",2020-08-12,"C","Random",1950,15
"14866",2020-08-13,"C","Random",2017,15
"14867",2020-08-14,"C","Random",2144,15
"14868",2020-08-15,"C","Random",2122,15
"14869",2020-08-16,"C","Random",2281,15
"14870",2020-08-17,"C","Random",2358,15
"14871",2020-08-18,"C","Random",2344,15
"14872",2020-08-19,"C","Random",2500,15
"14873",2020-08-20,"C","Random",2604,15
"14874",2020-08-21,"C","Random",2609,15
"14875",2020-08-22,"C","Random",2711,15
"14876",2020-08-23,"C","Random",2699,15
"14877",2020-08-24,"C","Random",2825,15
"14878",2020-08-25,"C","Random",2865,15
"14879",2020-08-26,"C","Random",2879,15
"14880",2020-08-27,"C","Random",3050,15
"14881",2020-08-28,"C","Random",3009,15
"14882",2020-08-29,"C","Random",3166,15
"14883",2020-08-30,"C","Random",3131,15
"14884",2020-08-31,"C","Random",3092,15
"14885",2020-09-01,"C","Random",3145,15
"14886",2020-09-02,"C","Random",3170,15
"14887",2020-09-03,"C","Random",3146,15
"14888",2020-09-04,"C","Random",3234,15
"14889",2020-09-05,"C","Random",3238,15
"14890",2020-09-06,"C","Random",3216,15
"14891",2020-09-07,"C","Random",3241,15
"14892",2020-09-08,"C","Random",3200,15
"14893",2020-09-09,"C","Random",3111,15
"14894",2020-09-10,"C","Random",3071,15
"14895",2020-09-11,"C","Random",3064,15
"14896",2020-09-12,"C","Random",3003,15
"14897",2020-09-13,"C","Random",2977,15
"14898",2020-09-14,"C","Random",2892,15
"14899",2020-09-15,"C","Random",2757,15
"14900",2020-09-16,"C","Random",2722,15
"14901",2020-09-17,"C","Random",2660,15
"14902",2020-09-18,"C","Random",2694,15
"14903",2020-09-19,"C","Random",2593,15
"14904",2020-09-20,"C","Random",2480,15
"14905",2020-09-21,"C","Random",2461,15
"14906",2020-09-22,"C","Random",2373,15
"14907",2020-09-23,"C","Random",2305,15
"14908",2020-09-24,"C","Random",2227,15
"14909",2020-09-25,"C","Random",2129,15
"14910",2020-09-26,"C","Random",2144,15
"14911",2020-09-27,"C","Random",2030,15
"14912",2020-09-28,"C","Random",1907,15
"14913",2020-09-29,"C","Random",1904,15
"14914",2020-09-30,"C","Random",1788,15
"14915",2020-10-01,"C","Random",1795,15
"14916",2020-10-02,"C","Random",1624,15
"14917",2020-10-03,"C","Random",1654,15
"14918",2020-10-04,"C","Random",1606,15
"14919",2020-10-05,"C","Random",1467,15
"14920",2020-10-06,"C","Random",1446,15
"14921",2020-10-07,"C","Random",1340,15
"14922",2020-10-08,"C","Random",1314,15
"14923",2020-10-09,"C","Random",1268,15
"14924",2020-10-10,"C","Random",1140,15
"14925",2020-10-11,"C","Random",1117,15
"14926",2020-10-12,"C","Random",1093,15
"14927",2020-10-13,"C","Random",1033,15
"14928",2020-10-14,"C","Random",1010,15
"14929",2020-10-15,"C","Random",958,15
"14930",2020-10-16,"C","Random",865,15
"14931",2020-10-17,"C","Random",880,15
"14932",2020-10-18,"C","Random",812,15
"14933",2020-10-19,"C","Random",787,15
"14934",2020-10-20,"C","Random",754,15
"14935",2020-10-21,"C","Random",746,15
"14936",2020-10-22,"C","Random",691,15
"14937",2020-10-23,"C","Random",640,15
"14938",2020-10-24,"C","Random",638,15
"14939",2020-10-25,"C","Random",578,15
"14940",2020-10-26,"C","Random",585,15
"14941",2020-10-27,"C","Random",558,15
"14942",2020-10-28,"C","Random",497,15
"14943",2020-10-29,"C","Random",462,15
"14944",2020-10-30,"C","Random",472,15
"14945",2020-10-31,"C","Random",451,15
"14946",2020-11-01,"C","Random",438,15
"14947",2020-11-02,"C","Random",371,15
"14948",2020-11-03,"C","Random",384,15
"14949",2020-11-04,"C","Random",373,15
"14950",2020-11-05,"C","Random",338,15
"14951",2020-11-06,"C","Random",330,15
"14952",2020-11-07,"C","Random",302,15
"14953",2020-11-08,"C","Random",294,15
"14954",2020-11-09,"C","Random",278,15
"14955",2020-11-10,"C","Random",261,15
"14956",2020-11-11,"C","Random",253,15
"14957",2020-11-12,"C","Random",240,15
"14958",2020-11-13,"C","Random",221,15
"14959",2020-11-14,"C","Random",209,15
"14960",2020-11-15,"C","Random",206,15
"14961",2020-11-16,"C","Random",197,15
"14962",2020-11-17,"C","Random",176,15
"14963",2020-11-18,"C","Random",175,15
"14964",2020-11-19,"C","Random",162,15
"14965",2020-11-20,"C","Random",139,15
"14966",2020-11-21,"C","Random",155,15
"14967",2020-11-22,"C","Random",139,15
"14968",2020-11-23,"C","Random",125,15
"14969",2020-11-24,"C","Random",135,15
"14970",2020-11-25,"C","Random",116,15
"14971",2020-11-26,"C","Random",97,15
"14972",2020-11-27,"C","Random",101,15
"14973",2020-11-28,"C","Random",100,15
"14974",2020-11-29,"C","Random",107,15
"14975",2020-11-30,"C","Random",91,15
"14976",2020-12-01,"C","Random",99,15
"14977",2020-12-02,"C","Random",86,15
"14978",2020-12-03,"C","Random",78,15
"14979",2020-12-04,"C","Random",80,15
"14980",2020-12-05,"C","Random",65,15
"14981",2020-12-06,"C","Random",77,15
"14982",2020-12-07,"C","Random",48,15
"14983",2020-12-08,"C","Random",62,15
"14984",2020-12-09,"C","Random",62,15
"14985",2020-12-10,"C","Random",53,15
"14986",2020-12-11,"C","Random",59,15
"14987",2020-12-12,"C","Random",48,15
"14988",2020-12-13,"C","Random",47,15
"14989",2020-12-14,"C","Random",45,15
"14990",2020-12-15,"C","Random",39,15
"14991",2020-12-16,"C","Random",40,15
"14992",2020-12-17,"C","Random",31,15
"14993",2020-12-18,"C","Random",39,15
"14994",2020-12-19,"C","Random",45,15
"14995",2020-12-20,"C","Random",32,15
"14996",2020-12-21,"C","Random",33,15
"14997",2020-12-22,"C","Random",31,15
"14998",2020-12-23,"C","Random",24,15
"14999",2020-12-24,"C","Random",26,15
"15000",2020-12-25,"C","Random",NA,15
"15001",2020-03-01,"D","Random",0,1
"15002",2020-03-02,"D","Random",0,1
"15003",2020-03-03,"D","Random",2,1
"15004",2020-03-04,"D","Random",4,1
